"","SESSION_ID","MC","SDC","NC","MI","SDI","NI","SDPooled","StroopEffect"
"253",681918,554.549450549451,191.218458136335,14,593.650793650794,278.311677388361,28,253.312455641546,0.154360128096797
"254",681922,669,155.965972620263,14,801.392857142857,336.065396996181,28,290.069331305958,0.456417976167264
"255",681924,558.357142857143,80.594528486604,14,709.94708994709,280.288845583715,28,234.819654850766,0.645559023525039
"256",681926,802.164835164835,431.461423849802,14,769.94708994709,326.285923118541,28,363.818432786194,-0.0885544610013719
"257",681937,524.785714285714,79.277680020612,14,572.964285714286,181.441038712582,28,155.769647350549,0.309293705468491
"258",681939,847.771428571429,316.318537463199,21,853.395604395604,333.120238863696,42,327.706415441736,0.0171622390016218
"259",681940,545.2,89.4396843848252,15,637.029914529915,201.671734902978,27,170.986191337795,0.537060412957547
"260",681941,1482.93333333333,495.401347634517,15,1712.19883040936,638.053268159835,27,592.047849239801,0.387241499771351
"261",681948,481.571428571429,93.1652142317998,21,537.878048780488,113.912509216932,41,107.442816814422,0.524061280953882
"262",681949,681.733333333333,388.852793789752,15,880.644444444445,618.267388839622,27,548.98792336444,0.36232329099718
